ID,Manufacturer Details
433,"Kotty Lifestyle Pvt Ltd,Gb 65,Basement,2nd Floor,Bharat vihar,Lakkarpur,Faridabad,Haryana,121009"
434,"USTAT TRADING LLP , Plot No 1 ,Saibaba Compound Vibagh-1 Udhna, Surat,Gujarat,394210"
435,"Krislon Synthetics Private LTD. BG-120,1st floor Rajlaxmi Commercial Complex , Kalher ,Bhiwandi,Dist Thane 421306 India."
436,"Hues Moda, R-113 B, Street No. 03, Ramesh Park, Laxminagar, New Delhi-110092"
437,"Beena Creation TA-245/4,First Floor Tughlakabad Extn New Delhi-110019"
438,"Shiva International Apparels, First and Second Floor, A 38/3, MAYAPURI INDUSTRIAL AREA-1, New Delhi, West Delhi, Delhi, 110064, New Delhi, Delhi, 110064"
439,"CHUNMUN STORES PVT LTD,A-14 Lajpat Nagar New Delhi-110024"
440,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
441,"UNAONE CREATIONS, 350, STREET-5, HARI NAGAR, GURGAON, HARYANA- 122001"
442,"Vajra Ventures, Sangini Textile HUB-B, kadodara road, saroli, Surat, 395010"
443,"Dadadadeshwar family store llp no61/4 , 12 th main, 23rd cross , 3rd block jayanagar bangalore 560011"
444,"HIMANSHI ENTERPRISESGOVERDHAN NAGAR, 419-ASANGANERJaipur , RAJASTHAN - 302022"
445,"6/18, Ganesh colony, Sanganer, Jaipur - 302029 ( RAJ )"
446,"Romina Retail Pvt. Ltd., B-129 Basment, Malviya Nagar, Jaipur-302017"
447,"WEDANI LIFESTYLE, 7014, RAJ TEXTILE WORLD, GODADARA ROAD, SURAT-395010"
448,"RAJA FASHION , VANI VIHAR , NEW DELHI-110059"
449,"Kiara for her Clothing Private Limited and Building No. 1510, Upper Ground Floor, Bhishma Pitamah Marg, South Extension Part-1, New Delhi-110003"
450,"Wakai Fashion,Ozone Residenza, Unit No. 20, Harlur Banglore, Karnatka-560102"
451,"Ambaji Tex Fab, 5003, kuberji empire, behind bharat cancer hospital, surat, Surat, Gujarat, 395010"
452,"M/S BK Garments, B-18, Sec57 Noida, UP-201301"
453,"T International, 182 Udyog Vihar Phase 1, Gurugram, Haryana, 122016"
454,"Apex Apparels, Plot No 562, Pace city-2 Sector-37 Gurgaon 122001 Haryana"
455,"P Inspiration, 1st floor, Shree Kunj Apartment. 6 Alipore Avenue. Kolkata-700027"
456,"Winza Designer, E-3521, New Bombay Market, Umarwada,Surat 395010 GJ"
457,"Winza Designer,Udhna,Surat,Gujrat.394210"
458,"Apex Appales, Plot no 562, pace city-2 sector-37 gurgaon 122004 Haryana"
459,"FABLE STREET LIFESTYLE SOLUTIONS PRIVATE LIMITED Plot no 362, Udyog Vihar, Phase-2, Gurgaon, Gurgaon, Haryana, 122016"
460,"Jaiyam Industris LLP, plot no 2 industrial area near toll barrier brotiwala baddi, Baddi, Himachal pradesh, 174103"
461,"Aditya Birla Fashion and Retail Limited,Divyashree Technopolis, Ground floor,KH No: 118/110/1, Building 2,Yemalur Post, Off HAL Airport Road,Bangalore-560037"
462,"Mayffei Lifestyle Private Limited, Plot No 561, Pace City-2 Sector-37 Gurgaon 122004 Haryana"
463,"Bewakoof Brands Pvt Ltd, Sairaj logistic hub #A5,BMC pipeline road, Opposite all saints high school, Amane, Bhiwandi, Thane, Maharashtra 421302"
464,"Deluxe Fabrics(I)Ltd., Chandigarh Rd, Bholapur, Ludhiana, Punjab-141015"
465,"SANYOG INTERNATIONAL, PLOT NO 52 AMRIT COLONY OPP DAIRY COMPLEX HABOWAL, Ludhiana, Punjab, 141001"
466,"DOEL WORLDWIDE SUPPLIERS PRIVATE LIMITED, B--23/229, Industrial Area-A, Suffian Bagh Chowk, Ludhiana, Ludhiana, Punjab, 141008"
467,"Kautam Knits,No 60/3Radhakrishnan Streetnear Ramakrishna Schoolammapalayam,Tirupur,Tamil Nadu,India-641652"
468,"Bodyglove Apparel India,No.21, Muthusamy 6th Cross Street, College Road, Tiruppur- 641602, Ph: 93603 57672"
469,"Paragon Apparel Pvt. Ltd.,D71/72, Hosiery Complex,,Noida,201305,IN"
470,"Carnation Creations Private Limited,376/1 Narasimhanaickenpalayam,,Coimbatore,641031,IN"
471,"Go Go International Pvt Ltd,No.5/6, KHB Industrial Area,,Bangalore,560064,IN"
472,"Letshandcraft, 402, sapphire 2, Somdatt landmark, Sector 116, Mohali, Punjab, 140301"
473,"Cultgear Private LimitedNo.1090/A, Sector 3, HSR Layout, Bangalore, Bengaluru(Bangalore) Urban, Karnataka, Pincode: 560102"
474,"MAITRI KNITWEAR, BEHIND HP GAS AGENCIES, VILL-BAJRA, RAHON ROAD, LUDHIANA, , Punjab, India, 141007, Ludhiana, Punjab, 141007"
475,"SHIV SUNDARAM,Khasra No-72-73, ,Jujhar Singh Nagar Gehlewal Taraf,Ludhiana,PUNJAB-141007"
476,"Sunrise Creations, 2/17D Semmandampalayam, Mudalipalayam Village, Tirupur - 641606, Ph : 9842187654, Email : sunrisecreations03@gmail.com"
477,"Survey No - 3/4,5,6,7,Vadivel Garden,Kasipalayam,Vijayapuram Post,Tirupur - 641606."
478,"SUDITI INDUSTRIES LTD,SUDITI INDUSTRIES LTD. ,RETAIL DIVISION C-253/254, MIDC, TTC AREA,TURBHE,PAWANE VILLAGE,.,Mumbai,Maharashtra,400705"
479,"Elcinco Inc, #17 Amarjothi Sathymoorthy Nagar, 1st Street, Kangeyam Road, Tirupur - 641604"
480,"HANDA CLOTHING INC. AND 77, BAL SINGH NAGAR, STREET NO.11, LUDHIANA, PUNJAB-141008"
481,"POPPYS APPARELS, 35(3),35(4),35(5), Tirupur, Tamilnadu, 641602"
482,"KAY VENTURES PRIVATE LIMITED, 9/2a, Admin Block ,Karur Textile Park Limited,Madurai Bye pass Road, Karur, Tamilnadu, 639003"
483,"QUANTUM KNITS-3 (A UNIT OF KPR MILL LIMITED), 460 AVINASHI MAIN ROAD,,THEKKALUR,641654,TIRUPPUR"
484,"Ashwaruthi Apparels,41, S.S Nagar Extension, K.P.N Garden, Thiruneelakandapuram, Tirupur, Tiruppur, Tamil Nadu, 641607"
485,"Aero Armour, 7, DL Khan Road, Bhowanipore, Kolkata 700027"
486,75C DLF Faridabad Haryana 121003
487,"Luckshmi Knits Pvt Ltd - FILMODE - 188 SLS, R S Puram, Coimbatore-641002"
488,"Tedhi Medhi Family, D 296 Sarvodaya Enclave, Delhi-110017"
489,Av universal traderz 102 pandit mohalla chilla village delhi - 110091
490,"Name -Fashionrack, Shanta estate,1st floor,Navghar,vasai Rd,opposite to MSEB colony,vasai East,vasai-virar,Mumbai-401208"
491,"B-363 sector 92 noida, 201304"
492,"My Swag Hub, Faridabad, Haryana-121003"
493,"PENTAGON CLOTHING COMPANY, 70B, JOTHIPURAM 1 st STREET, Tirupur, Tamilnadu, 641602"
494,"PROSOURCE FASHION AND LIFESTYLES PVT LTD, 734 Sector 42, Gurgaon, Haryana, 122009"
495,"22 C 23-3, East Gandhipuram, B.Komarapalayam, 638183"
496,"TANPRI TRENDSETTERS PRIVATE LIMITED B-86, Block B, Sector 60, Noida,Gautam buddha nagar,UTTAR PRADESH - 201301"
497,"TECHNO SPORTSWEAR PVT LTD, Techno Sportswear Pvt Ltd, SF 102 A, Kasipalayam Main Rd, Vijayapuram Post, Nallur, Tirupur-641606"
498,ARMOUR TEXTILES - NO 11 PARAPPALAYAM MANGALAM ROAD TIRUPUR - 641604
499,"Fairway Fashions,No 18, AVM Layout, Sumundipuram, South Gandhi Nagar Post, Tirupur, Tamil Nadu - 641603"
500,"COLOR CAPITAL, First floor, Gowdown no. 29/6, 29/7, 32/3 & 32/4 PanchwatiGate no. 2, Near Apollo DB Pride, Dewas Naka AB Road, Talawali Chanda, Indore - 452010"
501,"SHAKTHI KNITTING PRIVATE LIMITED, Survey N0 360/1 A1, Door No 4/677,SHAKTHI CENTRE, NOCHIPALAYAM ROAD,,641605,TIRUPUR"
502,"C- 82 second floor mayapuri industrial area phase 2 ,110064"
503,"ARVIND LIMITED (JEANS DIVISION),26/2, 27/2, Kenchanahalli,,Bangalore,560059,IN"
504,"WONDERBLUES APPARELS PVT LTD,NO.48,1,2,3, MYLASANDRA,MYSORE ROAD,KENGERI.,Bengaluru, Karnataka,560059"
505,Aadvi fashion gandhi nagar delhi 110031
506,"Bespoke Clothing, No.347; 1st Floor, 13A Main, A Sector, Yelahanka New Town, Bengaluru-560064, Karnataka"
507,"Shell Apparels Pvt Ltd.,,10/14 - 10/16, G T Industrial,Bangalore,560091,IN"
508,"Kotty Lifestyle Pvt Ltd, Gb-65,Bharat Vihar,Lakkarpur, Faridabad,Haryana,121009"
509,"RND APPARELS INDIA PRIVATE LIMITED, C-72, SECTOR 58, NOIDA, Noida, Uttar pradesh, 201301"
510,"1DAYJEANS, Shahdara,New Delhi, Delhi-110095,India"
511,"Divine Creation,B-150,Mayapuri indl area,New Delhi-110064"
512,"Perfect Outlet, Shahdara,New Delhi, Delhi-110095,India"
513,"AAA TEXTILES PRIVATE LIMITED, 327,PNK MILL STREET, Theni, Tamilnadu, 625531"
514,"AQUA, SUNDER BAUG LANE, GALA NO 20, Mumbai, Maharashtra, 400070"
515,"Aditya Birla Fashion & Retail Ltd, 7th Flr, Skyline Ikon Business Park, AK Road, Andheri East, Mumbai-400059, India"
516,"Taurus Clothing Co. Pvt. Ltd., A-13, Sector-57, Noida, Gautam Buddha Nagar, Uttar Pradesh, 201301"
517,"3rd, PlotNO,271/19,Tughkalabad extn,southdelhi, 110019newdelhi , Delhi - 110019"
518,"Ambaji Texfab, 5003, Kuberji Empire, behind Bharat Cancer Hospital, Saroli, Surat, Gujarat 395010"
519,"RAJLAXMI HOME PRODUCTS PRIVATE LIMITEDUnit No.5, Anjani Kumar Industrial EstateMumbaiMaharashtra400078"
520,"Leemboodi Fashion, 7001, 7th Floor, Hindustan Textile Centre-2 (HTC - 2)Near Samrat Vidhyalay BRTS Stand Canal Rd, DumbhalSurat , GUJARAT - 395010"
521,"VIBE VISION-B-5034, Radha Raman Textile Market (RRTM-2) Phase-2, Saroli, Surat - 395010"
522,"RANGDEEP APPARELS,H -276, RIICO INDUSTRIAL AREAJaipur , RAJASTHAN - 302022"
523,"Gostyle, UG-39, Sangini Textile Hub-B, Saroli, Surat, 395010"
524,Deebaco A-38K Sector 64 Noida G.B Nagar U.P(201301)
525,"Jalan House, 2nd Floor, Plot No. D/8, Unity Estate, Bhestan, Surat, Gujarat, 395023"
526,"Trade by us ,khasra no.1143,1st floor,Rithala,Delhi-110085"
527,"NAINVISH LIFESTYLE, C-8, PRAMUKH PARK IND. ESTATE, OPP.,SHAKTI SHERI PANDESARA, UDHNA, 394220, SURAT, GUJARAT"
528,"Wrap Fashion Pvt Ltd, A-48, Sector 6, Noida, U.P.-201301"
529,"Keev Lifestyles Private Limited, Plot No-326, GIDC, Pandesara, Vadod, Surat, Gujarat, 394221"
530,"I-2, Veer Savarkar Marg, opposite Aggarwal sweet, Block I, Lajpat Nagar II, Lajpat Nagar, New Delhi, Delhi 110024"
531,"K.P.FASHION, SACHIN,SURAT-394230"
532,"Creative Designs, 223, Kushal Nagar, Sanganer, Jaipur - 302029"
533,"FAB GALAXY PRIVATE LIMITED, PLOT NO 102-103, SACHIN APPAREL PARK, SACHIN NAVSARI ROAD, SACHIN, TALUKA CHORYASI, SURAT , GUJARAT - 394235"
534,"JMD TEXTILES, 2ND FLOOR, LYKA PROJECTS, JALAN COMPLEX, GATE NO 1, LEFT LANE 2, HOWRAH, WEST BENGAL, INDIA, 711302,"
535,"MANOJAVA SHRI JI NAGAR, DIGGI ROAD, SANGANER, Jaipur, Rajasthan - 302029"
536,Veer creation 187 readymade complex pardesipuraindore Pin 452004
537,"Gayatri Apparel, Sitapura Industrial Area-302022"
538,"DEVSHRI CLOTHING PRIVATE LIMITED, Ground floor, 662, North Avenue, North Avenue audyogik colony, Indore, Indore, Madhya Pradesh, 452010"
539,"Mannat Fashionables - B-85, 2nd Floor Wazirpur Industrial Area, Delhi 110052"
540,"INCITYSTYLE,NILKANTH, 2/1956/A/2 PAI MZ OFF 2, SAGAR APARTMENT,Sagrampura, Surat, Surat, Gujarat, 395002"
541,"Brand Baaja Bride LLP: Shop 104 Vardan Textile Market, Parvat Patiya, Surat-395010"
542,"Opus Apparels LLP, Plot No. 542, B/H T.M. Patel Pertolpump, Near Palsana Chokadi, Vill. Palsana, District Surat, Gujarat, Pincode 394315"
543,"INDDUSINC EXIM PVT. LTD.Plot no - 3 to 5, 1st& 2ndfloor, Margiwala compound,Near Komal International Circle, Bamroli Road, Surat-395002"
544,"Tradyl Private Limited No. 21, Datta Arcade, 4Th Floor, Above Bank Of Baroda Outer Ring Road Branch, Bellandur,Bengaluru, Karnataka 560103"
545,"Apex Apparels , Plot no. 595 , Sector 37 , Pace City 2 , Pin Code - 122001 Gurgaon Haryana"
546,"ATCHAYA GAREMENTS, NO 7/203-A GURUVAYURAPPAN NAGAR, Tirupur, Tamilnadu, 641602"
547,"RANGDEEP APPARELS,H -276, RIICO INDUSTRIAL AREA, SITAPURA, Jaipur,Rajasthan, 302022"
548,"Periwinkle Designs, B-19, Sector-63, Noida-201301, UP, India"
549,"Eternal Clothing LineB 27/28/29. Central Park, Pandesara GIDC, Surat, Gujarat 394221"
550,"KAAJAL BY VIDHI,2606,B wing,Beaumonte, Near Movie Max, Sion East, Mumbai -400022"
551,"Sera Group, Gehlot Farms, Sector -47, Gurgaon -122001, Contact :8800611883 , Email: hello@seratrends.com"
552,"CAPDAZZ LIFESTYLE LLP G-7 shree kuberji plazo, opp avadh textile market, behind new Bombay market umarwada Surat, Gujrat- 395008"
553,Mint Fashion Pvt Ltd D142 Epip Site V Kasna Greater Noida 2013010 Uttar Pradesh
554,"Apex Apparels ,Plot no 10 Kh no 74/3 2nd floor Kamruddin Nagar Amar Colony Delhi 110041"
555,"Apex Apparels ,Plot no 10 Kh no 74/3 2nd floor Kamruddin Nagar Amar Colony Delhi - 110041"
556,"Aditya Birla Fashion and Retail,Anekal Taluk,Survey Nos.517/2,527,528,529,530,531Madivala Village,Kasaba Hobli-562107,Bangalore,Karnataka,India"
557,"Aditya Birla Fashion & Retail Ltd. (Madura F&L Division) Regd. Office: Piramal Agastya Corporate Park, Building A,4th & 5th Flr, Unit No.401,403,501,502, L.B.S. Road, Kurla, Mumbai - 400070"
558,"Home Candy, Plot # 72, Sector 29, Huda part-1 Panipat, Haryana, Pincode 132103,Support@mytrampoline.in"
559,"Meraki Clothing Pvt Ltd. 254, 6th Cross Rd, Domlur I Stage, 6th Block, Domlur, Bengaluru, Karnataka 560071, India"
560,"Lavian LLP, 75/2 Dene Anjeneya Temple Road, Haralur Road, Bangalore , 560102"
561,"Googo Gaaga Online Services Pvt Ltd 32/24/1 Saini Mohalla Extn, Opp Indian Oil Depot, Bijwasan New Delhi -110061"
562,"Durakart Marketing Private Limited Regent Garment & Apparel Park. Block 16, Ground Floor, Kolkata - 700124"
563,"Vardhman Wool Store,PLOT NO-31, SECTOR-25 PART-2 , HUDA, PANIPAT-132103, Haryana"
564,"Vardhman Wool Store,PLOT NO-182, SECTOR-29 PART-1 , HUDA, PANIPAT-132103, Haryana"
565,"Bodyglove Apparel India,No.21, Muthusamy 6th Cross Street, College Road, Tiruppur- 641602, Ph: 9842595258"
566,"Durakart Marketing Private Limited Regent Garment & Apparel Park. Block 16, Ground Floor, Kolkata - 700 124"
567,"Combine Sales Pvt Ltd, B-1, Radhika Kunj, L.IG Khajrana Link Road, Indore (M.P) - 452010"
568,"Radhamani Textiles Pvt. Ltd. No. 27, Vtms Arcade, Yelenkunte, Mangammanapalya, Hosur Main Road, Bengaluru-560068"
569,"Delta Clothing,C2, Nand Dham Marol Maroshi Road, Marol AndheriEast,MUMBAI,MAHARASHTRA,400059"
570,"Terva Corporation. Plot No:596/17, Yogi Estete-4, Jitali Ankleshwar GIDC-Bharuch (GUJARAT)-393001- tervacorporation@gmail.com"
571,"Dutt Creation, 2067, International Fashion Market, sitanagr, Sunagam, Surat-395010"
572,"TOPMAN INTERNATIONAL LTD, TOPMAN INTERNATIONAL LTD. 82, BADAMWADI, 331-A, Mumbai, Maharashtra, 400002"
573,"BHAVI GARMENTS 54/6, PADMAVATI PARK, NR NANA KHODIARMA MANDIR, RAMOL ROAD, AMRAIWADI, Ahmedabad, Gujarat, 380024"
574,"shvd, 110, krishana row house, part 1, pasodra,surat-394185"
575,"Sri Manchammadevi Enterprises, No-8, 2nd Cross, 1st Main, opp Sri Anjaneya Temple road, Sanjeevini Nagar, Hegganahalli Cross, Bangalore - 560091"
576,"FASHION GRAB INDIA PVT LTD Shed 7, gala number 1/2/3, upper floor , Sunita industrial estate , behind prakash glass , lbs Marg , Bhandup West , Mumbai 400078"
577,"SANJAY VINUBHAI DHAMELIYA, 110, krishana row house, part 1, pasodra,Surat,Gujarat - 394185"
578,"Terva Corporation. Plot No:41, Yogi Estete-2, Jitali Ankleshwar GIDC-Bharuch (GUJARAT)-393001"
579,"M/S. Shreeraj Apparels, Phar-East Compound, Godhra, Gujarat, Pin - 389001"
580,"Shreeji Enterprise 1099,IFM Market, Sitanagar Cross Road, opp. Rajhans Mall Punagam, Surat, Gujarat-395010"
581,"ARVIND LIFESTYLE BRANDS LIMITED, DU PARC TRINITY, 8TH FLOOR, 17, MG ROAD BANGALORE 560001"
582,"Shreeji Enterprise 1099-IFM Market Sitanagar cross Road opp., Rajhans Mall Punagam Surat-395010"
583,"Eternalia Creative & Merchandising Pvt Ltd, 501/502, Marol Maroshi Rd, Gamdevi, Marol, Andheri East, Mumbai, Maharashtra 400059"
584,"CANTABIL RETAIL INDIA LIMITED B-16 LAWRANCE ROAD, India Area New Delhi 110035"
585,"Asiatic sourcing (OPC) pvt Ltd,#103, 2nd floor,Regent prime building,No 48,Whitefield main road, Whitefield, Bangalore-560066"
586,"Messianic Clothing Pvt. Ltd.,B-18, Hosiery Complex, Phase-II,Noida,201305"
587,"CrayonFlakes Design Pvt Ltd. A-174, First Floor, Sector 83, Noida, UP 201305"
588,"LIL PITAARA, Shalimar Industrial Estate, Unit No. C-28, 3rd Floor, Andhra Valley Road, Matunga - 400019"
589,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037, Karnataka"
590,"Dutt Creation, 3100, Bellagio Lace Textile Market, Surat-395010"
591,"Meeshak Clothing LLP, Sr.No.2/6/17, 1st floor, Dhandekar Nagar, Yewalewadi, Kondhwa Saswad Road, Pune Maharashtra - 411048."
592,"Universal creations, No.4, Valli Ammai Nagar, 6th Street, Maniyakarampalayam road, Rakiyapalayam, Tirupur- 641604"
593,"Lavian LLP, 75/2, Denne Anjeneya road , haralur road , Bangalore , 560102"
594,"HOME CANDY - SJIT,PLOT NO-72, SECTOR-29,PART - 1,Unnamed Road,Panipat,HARYANA,132103"
595,"Silhouette Fashions, Sri Vishnupriya Garden Extn, 172/1, Nallur Po, Tirupur, Tamil Nadu, 641606"
596,"Carnation Creations Private Limited 376/1 Narasimhanaickenpalayam,,Coimbatore,641031,IN"
597,QUANTUM KNITS (A UNIT OF KPR MILL L VILLAGE ARASUR POST COIMBATORE 15 181 KOLLUPALYAM COIMBATORE TN INDIA 641407
598,"Miniklub Retail Pvt Ltd No-17L,2nd Floor,Sector -3, HSR LayoutBangalore-560102"
599,"ARDEUR FASHIONS, 2ND FLR, SF NO.183/3B, ZEAL INDUSTRIAL AVENUE, KOZHI PANNAI, MANGALAM ROAD, Tirupur - 641687"
600,"Miniklub Retail Pvt Ltd No-17L,2nd Floor,Sector -3, HSR LayoutBangalore--560102"
601,"Imperial Online Services Pvt Ltd, 6-56/6/1, Industrial Estate, Opp: IDPL main gate, Balanagar, Hyderabad - 500037"
602,"Kotemoda Lifestyle Pvt Ltd.Survey No. 94/3, Koralur, Soukya Road, Hosakote Taluk,Landmark: Soukya Road Police Station,Bangalore-560067"
603,"Googo Gaaga Online Services Pvt Ltd 32/24/1 Saini Mohalla Extn, Opp Indian Oil Depot, Bijwasan New Delhi -61"
604,"Fashion Dream,Udhna Udhyognagar,Udhna Surat-394210"
605,"Contact Us On-Email address-caviocare@gmail.com,Contact No- +918817727807,Puneet Apparels Pvt. Ltd., 145-147, Readymade Complex, Pardeshipura, Indore (M.P) 452010"
606,"BAESD , 288, 4th Floor, Shivaji Market, Pitampura,110034"
607,"OM CASUAL,B-5 WESTEND MARG,LANE NO-1,SAIDULAJAIB,SAKET,DELHI-110030"
608,"BAESD, D-515 LOWER GROUND NEW BOMBAY MAREKT, UMARAWADA SURAT 395010,"
609,BUGANDBEES A-38K Sector 64 Noida G.B Nagar U.P(201301)
610,"MOOZOO FASHIONS PVT. LTD., JALAN COMPLEX, GATE NO -3, GALI NO 6, AMRIA MOUZA, DOMJUR, HOWRAH, WEST BENGAL - 711411"
611,"MAGADH TECHNO SERVICES PRIVATE LIMITED,C-21, POCKET-C,SIDDHRATHA EXTENSION,DELHI,SOUTH DELHI, NEW DELHI 110014"
