M_ID,Name,City,State,Manufacturer Name,Is Fair Wages,Reason for Unfair Wages,Working Hours,Timings,Is Worker Safe,Reason for Lack of Worker Safety,No Child Labor,Reason for Child Labor,Is Worker Satisfied,Reason for Low Worker Satisfaction,Certifications Received,Certification Names,Reason for No Certifications,Years Since Establishment,Ethical Score (1-10),Ethical Rating,Audit
886,Queen Apparel Network,Nashik,Maharashtra,Queen Apparel Network,TRUE,,8,8 AM - 4 PM,TRUE,,FALSE,Low-cost labor demand in peak seasons,FALSE,Lack of grievance mechanisms,0,,Primarily domestic market; cost constraints,38,6.7,Good,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
887,Rachana Fashion Resources,Mumbai,Maharashtra,Rachana Fashion Resources,TRUE,,9,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,3,"OEKO-TEX, ISO 9001, SA8000",,10,9.3,Excellent,"Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'ISO 9001', 'SA8000'] - Score: 23 | Ethical Longevity >= 10 years - 10"
888,Ragini Fashion Trends,Mumbai,Maharashtra,Ragini Fashion Trends,TRUE,,10,11 AM - 7 PM,TRUE,,TRUE,,FALSE,Lack of grievance mechanisms,0,,Primarily domestic market; cost constraints,22,7,Good,Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
889,Rahul Garments Pvt. Ltd.,Mumbai,Maharashtra,Rahul Garments Pvt. Ltd.,FALSE,Below legal wage limit,10,9 AM - 7 PM,FALSE,Safety violations,TRUE,,FALSE,Poor morale and working conditions,0,,Lack of enforcement,30,5.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
890,Raj Textile Industries,Mumbai,Maharashtra,Raj Textile Industries,FALSE,Below industry standard wages,11,9 AM - 8 PM,FALSE,Lack of proper safety equipment,TRUE,,FALSE,Poor management and working conditions,0,,Non-compliance,18,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours > 10 - 0 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
891,Rajesh Garment Systems,Nagpur,Maharashtra,Rajesh Garment Systems,FALSE,High turnover; no minimum wage enforcement,9,11 AM - 7 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, WRAP",,40,8.5,Excellent,"Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'WRAP'] - Score: 23 | Ethical Longevity >= 10 years - 10"
892,RAJLAXMI HOME PRODUCTS PRIVATE LIMITED,Mumbai,Maharashtra,RAJLAXMI HOME PRODUCTS PRIVATE LTD,FALSE,Piece-rate system below minimum,10,9 AM - 7 PM,FALSE,No workplace safety checks,TRUE,,FALSE,High turnover,0,,Lack of awareness,4,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
893,Ramesh Textile Group,Mumbai,Maharashtra,Ramesh Textile Group,TRUE,,9,8 AM - 5 PM,TRUE,,TRUE,,FALSE,Workers report good conditions,3,"GOTS, SA8000, OEKO-TEX",,13,9,Excellent,"Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['GOTS', 'SA8000', 'OEKO-TEX'] - Score: 25 | Ethical Longevity >= 10 years - 10"
894,Raymond Apparel Works,Mumbai,Maharashtra,Raymond Apparel Works,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,3,"OEKO-TEX, GOTS, Fair Trade",,25,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'GOTS', 'Fair Trade'] - Score: 25 | Ethical Longevity >= 10 years - 10"
895,Reena Fashion Resources,Mumbai,Maharashtra,Reena Fashion Resources,TRUE,,9,11 AM - 7 PM,TRUE,,TRUE,,FALSE,Lack of grievance mechanisms,1,WRAP,,34,8.7,Excellent,Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['WRAP'] - Score: 22 | Ethical Longevity >= 10 years - 10
896,Rekha Garment Exports,Mumbai,Maharashtra,Rekha Garment Exports,TRUE,,8,8 AM - 4 PM,TRUE,,FALSE,Low-cost labor demand in peak seasons,FALSE,Lack of grievance mechanisms,1,GOTS,,36,8.7,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['GOTS'] - Score: 25 | Ethical Longevity >= 10 years - 10
897,Ritu Garment Solutions,Bhiwandi,Maharashtra,Ritu Garment Solutions,FALSE,High turnover; no minimum wage enforcement,8,11 AM - 7 PM,FALSE,"Inadequate ventilation, no fire drills",FALSE,Low-cost labor demand in peak seasons,FALSE,Lack of grievance mechanisms,3,"ISO 9001, Fair Trade, GOTS",,13,6.4,Good,"Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours <= 8 - 10 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['ISO 9001', 'Fair Trade', 'GOTS'] - Score: 25 | Ethical Longevity >= 10 years - 10"
898,Sachin Apparel Group,Nagpur,Maharashtra,Sachin Apparel Group,TRUE,,8,10 AM - 6 PM,TRUE,,FALSE,Low-cost labor demand in peak seasons,TRUE,,3,"Fair Trade, WRAP, GOTS",,4,8.2,Good,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: TRUE - 10 | Certifications: ['Fair Trade', 'WRAP', 'GOTS'] - Score: 25 | Ethical Longevity <5 years - 0"
899,Sanjay Apparel Group,Mumbai,Maharashtra,Sanjay Apparel Group,TRUE,,10,10 AM - 6 PM,FALSE,"Inadequate ventilation, no fire drills",FALSE,Low-cost labor demand in peak seasons,TRUE,,3,"SA8000, GOTS, Fair Trade",,19,7.2,Good,"Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: TRUE - 10 | Certifications: ['SA8000', 'GOTS', 'Fair Trade'] - Score: 25 | Ethical Longevity >= 10 years - 10"
900,Sapna Apparel Network,Nashik,Maharashtra,Sapna Apparel Network,TRUE,,10,10 AM - 6 PM,TRUE,,FALSE,Low-cost labor demand in peak seasons,FALSE,Lack of grievance mechanisms,1,Fair Trade,,20,8.1,Good,Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['Fair Trade'] - Score: 24 | Ethical Longevity >= 10 years - 10
901,Saree Swarg,Bhiwandi,Maharashtra,Saree Swarg,FALSE,Part-time pay structure exploitation,10,10 AM - 8 PM,FALSE,"Narrow spaces, high fire hazard",TRUE,,FALSE,Workers feel overused,0,,Unorganized setup,3,3,Poor,Fair Wages: FALSE - High Penalty: 0 | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
902,Sarika Garment Factory,Mumbai,Maharashtra,Sarika Garment Factory,FALSE,Low wages compared to standards,10,8 AM - 6 PM,FALSE,Lack of safety gear,TRUE,,FALSE,Unsafe working conditions,0,,Non-compliance with safety standards,15,5.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
903,Savita Fashion Designs,Mumbai,Maharashtra,Savita Fashion Designs,FALSE,High turnover; no minimum wage enforcement,10,9 AM - 5 PM,FALSE,"Inadequate ventilation, no fire drills",TRUE,,FALSE,Lack of grievance mechanisms,1,WRAP,,8,5.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['WRAP'] - Score: 22 | Ethical Longevity 5-9 years - 5
904,Savvy Clothing Nashik,Nashik,Maharashtra,Savvy Clothing Nashik,FALSE,Wages below legal minimum,11,10 AM - 9 PM,FALSE,Fire hazards and lack of equipment,FALSE,Lack of monitoring,FALSE,Excessive working hours,0,,Non-compliance with standards,10,3.4,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours > 10 - 0 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
905,Seema Textile Mills,Mumbai,Maharashtra,Seema Textile Mills,FALSE,High turnover; no minimum wage enforcement,9,8 AM - 4 PM,FALSE,"Inadequate ventilation, no fire drills",FALSE,Low-cost labor demand in peak seasons,TRUE,,1,ISO 9001,,17,5.7,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: TRUE - 10 | Certifications: ['ISO 9001'] - Score: 18 | Ethical Longevity >= 10 years - 10
906,Shalini Apparel Network,Nashik,Maharashtra,Shalini Apparel Network,TRUE,,8,9 AM - 5 PM,FALSE,"Inadequate ventilation, no fire drills",TRUE,,FALSE,Lack of grievance mechanisms,1,OEKO-TEX,,17,7.8,Good,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['OEKO-TEX'] - Score: 23 | Ethical Longevity >= 10 years - 10
907,Sheetal Fashion Studio,Mumbai,Maharashtra,Sheetal Fashion Studio,TRUE,,8,8 AM - 4 PM,TRUE,,TRUE,,FALSE,Healthy work culture,5,"OEKO-TEX, GOTS, SA8000, SEDEX, Fair Trade",,16,9.5,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['OEKO-TEX', 'GOTS', 'SA8000', 'SEDEX', 'Fair Trade'] - Score: 25 | Ethical Longevity >= 10 years - 10"
908,Shilpa Textile Innovations,Nashik,Maharashtra,Shilpa Textile Innovations,TRUE,,9,9 AM - 5 PM,TRUE,,FALSE,Low-cost labor demand in peak seasons,TRUE,,1,Fair Trade,,19,8.6,Excellent,Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: TRUE - 10 | Certifications: ['Fair Trade'] - Score: 24 | Ethical Longevity >= 10 years - 10
909,Shivani Fashion Designs,Mumbai,Maharashtra,Shivani Fashion Designs,FALSE,Poor wage distribution,12,9 AM - 9 PM,FALSE,Unsafe machinery,FALSE,No enforcement,FALSE,Low morale,0,,Non-compliance,8,2.9,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours > 10 - 0 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - High Penalty: 0 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
910,SHREE BALAJI FASHIONS,Mumbai,Maharashtra,SHREE BALAJI FASHIONS,FALSE,Subcontractor non-compliance,10,10 AM - 8 PM,FALSE,No evacuation plan,TRUE,,FALSE,Disorganized work culture,0,,Subcontracting issues,6,4.2,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
911,Shree Bhalchandra Textiles,Nashik,Maharashtra,Shree Bhalchandra Textiles,FALSE,Unfair deductions and overtime issues,10,10 AM - 8 PM,FALSE,Lack of safety training,TRUE,,FALSE,Poor management and low morale,0,,Non-compliance,18,5.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
912,Shree Gurudev Garments,Nagpur,Maharashtra,Shree Gurudev Garments,FALSE,No public information on wage policies,9,9 AM - 6 PM,FALSE,No formal safety guidelines,TRUE,,FALSE,No transparency and worker dissatisfaction,0,,Informal operations with no certifications,3,3.9,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - High Penalty: 0 | Ethical Longevity <5 years - 0
913,Shree Overseas Garments,Nashik,Maharashtra,Shree Overseas Garments,FALSE,Below average wages,12,8 AM - 8 PM,FALSE,Poor ventilation and safety risks,TRUE,,FALSE,Unsafe conditions and low wages,0,,Lack of compliance,20,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours > 10 - 0 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
914,Shree Vidyasagar Apparels Pvt Ltd,Mumbai,Maharashtra,Shree Vidyasagar Apparels Pvt Ltd,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, OEKO-TEX",,15,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'OEKO-TEX'] - Score: 25 | Ethical Longevity >= 10 years - 10"
915,Shreya Apparel Network,Nashik,Maharashtra,Shreya Apparel Network,FALSE,High turnover; no minimum wage enforcement,8,8 AM - 4 PM,TRUE,,FALSE,Low-cost labor demand in peak seasons,FALSE,Lack of grievance mechanisms,0,,Primarily domestic market; cost constraints,8,5.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
916,Shri Sai Fashion House,Nagpur,Maharashtra,Shri Sai Fashion House,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,1,Fair Trade,,10,9.9,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['Fair Trade'] - Score: 24 | Ethical Longevity >= 10 years - 10
917,Simran Fashion Resources,Mumbai,Maharashtra,Simran Fashion Resources,FALSE,High turnover; no minimum wage enforcement,10,10 AM - 6 PM,FALSE,"Inadequate ventilation, no fire drills",TRUE,,TRUE,,1,OEKO-TEX,,26,7,Good,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX'] - Score: 23 | Ethical Longevity >= 10 years - 10
918,Since99 Apparel Private Limited,Bhiwandi,Maharashtra,Since99 Apparel Private Limited,FALSE,Late wage disbursements,10,10 AM - 8 PM,FALSE,Limited training and drills,TRUE,,FALSE,Low engagement from management,0,,Non-standard factory structure,3,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
919,SM Cloth Products Nashik,Nashik,Maharashtra,SM Cloth Products Nashik,TRUE,,8,8 AM - 4 PM,TRUE,,TRUE,,FALSE,Safe work environment,4,"OEKO-TEX, GOTS, SA8000, Fair Trade",,15,9.5,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['OEKO-TEX', 'GOTS', 'SA8000', 'Fair Trade'] - Score: 25 | Ethical Longevity >= 10 years - 10"
920,Sneha Apparel Network,Navi Mumbai,Maharashtra,Sneha Apparel Network,FALSE,High turnover; no minimum wage enforcement,8,10 AM - 6 PM,FALSE,"Inadequate ventilation, no fire drills",FALSE,Low-cost labor demand in peak seasons,TRUE,,1,OEKO-TEX,,32,6.7,Good,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours <= 8 - 10 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX'] - Score: 23 | Ethical Longevity >= 10 years - 10
921,Sona Fashion Wear,Mumbai,Maharashtra,Sona Fashion Wear,TRUE,,9,9 AM - 6 PM,TRUE,,TRUE,,FALSE,Employees report good working conditions,3,"GOTS, OEKO-TEX, Fair Trade",,10,9,Excellent,"Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['GOTS', 'OEKO-TEX', 'Fair Trade'] - Score: 25 | Ethical Longevity >= 10 years - 10"
922,Sony Fashion Nashik,Nashik,Maharashtra,Sony Fashion Nashik,FALSE,Below market wages,11,9 AM - 8 PM,FALSE,No emergency exits,FALSE,Poor enforcement,FALSE,Unsafe working conditions,0,,Lack of monitoring,7,2.9,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours > 10 - 0 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
923,Studio Shringaar Private Limited,Mumbai,Maharashtra,Studio Shringaar Private Limited,FALSE,No wage information available; Maharashtra's garment sector has wage concerns,9,9 AM - 6 PM,FALSE,Lack of information; safety issues reported in Maharashtra's garment sector,FALSE,No specific data; child labor reported in Maharashtra's garment sector,FALSE,Lack of information on employee satisfaction,0,,No certifications found in provided material,0,2.4,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - High Penalty: 0 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - High Penalty: 0 | Ethical Longevity <5 years - 0
924,Subhash Apparel Co.,Mumbai,Maharashtra,Subhash Apparel Co.,FALSE,High turnover; no minimum wage enforcement,9,10 AM - 6 PM,FALSE,"Inadequate ventilation, no fire drills",FALSE,Low-cost labor demand in peak seasons,FALSE,Lack of grievance mechanisms,3,"ISO 9001, OEKO-TEX, GOTS",,19,5.9,Needs Improvement,"Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['ISO 9001', 'OEKO-TEX', 'GOTS'] - Score: 25 | Ethical Longevity >= 10 years - 10"
925,SUDITI INDUSTRIES LTD,Mumbai,Maharashtra,SUDITI INDUSTRIES LTD,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,3,"OEKO-TEX, GOTS, SA8000",,0,9,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'GOTS', 'SA8000'] - Score: 25 | Ethical Longevity <5 years - 0"
926,Sunil Apparel Group,Mumbai,Maharashtra,Sunil Apparel Group,FALSE,Delayed payments and low wages,12,8 AM - 8 PM,FALSE,Poor safety protocols,TRUE,,FALSE,Workers unhappy with wages and conditions,0,,Non-compliance,25,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours > 10 - 0 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
927,Suraj Apparel Nashik,Nashik,Maharashtra,Suraj Apparel Nashik,TRUE,,8,8 AM - 5 PM,TRUE,,TRUE,,FALSE,Competitive pay and benefits,3,"OEKO-TEX, GOTS, SA8000",,10,9.5,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['OEKO-TEX', 'GOTS', 'SA8000'] - Score: 25 | Ethical Longevity >= 10 years - 10"
928,Tanmay Textile Partners,Ulhasnagar,Maharashtra,Tanmay Textile Partners,TRUE,,9,9 AM - 5 PM,TRUE,,FALSE,Low-cost labor demand in peak seasons,TRUE,,1,OEKO-TEX,,36,8.5,Excellent,Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX'] - Score: 23 | Ethical Longevity >= 10 years - 10
929,Tarun Clothing Collective,Mumbai,Maharashtra,Tarun Clothing Collective,FALSE,High turnover; no minimum wage enforcement,10,10 AM - 6 PM,FALSE,"Inadequate ventilation, no fire drills",TRUE,,FALSE,Lack of grievance mechanisms,0,,Primarily domestic market; cost constraints,25,4.7,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
930,Tejas Garment Systems,Nagpur,Maharashtra,Tejas Garment Systems,TRUE,,8,11 AM - 7 PM,FALSE,"Inadequate ventilation, no fire drills",TRUE,,FALSE,Lack of grievance mechanisms,2,"GOTS, WRAP",,19,8,Good,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['GOTS', 'WRAP'] - Score: 25 | Ethical Longevity >= 10 years - 10"
931,Thane Apparel Makers,Thane,Maharashtra,Thane Apparel Makers,TRUE,,8,8 AM - 4 PM,TRUE,,TRUE,,FALSE,Safe and fair working conditions,5,"OEKO-TEX, GOTS, SA8000, SEDEX, Fair Trade",,16,9.5,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['OEKO-TEX', 'GOTS', 'SA8000', 'SEDEX', 'Fair Trade'] - Score: 25 | Ethical Longevity >= 10 years - 10"
932,THE CLOWNFISH,Bhiwandi,Maharashtra,THE CLOWNFISH,FALSE,No wage documentation,9,10 AM - 7 PM,FALSE,No emergency preparedness,TRUE,,FALSE,Low pay and minimal job security,0,,Informal sector,3,3.9,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - High Penalty: 0 | Ethical Longevity <5 years - 0
933,The Odd Design Studio,Mumbai,Maharashtra,The Odd Design Studio,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,1,Fair Trade,,8,9.4,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['Fair Trade'] - Score: 24 | Ethical Longevity 5-9 years - 5
934,Thomas Scott (India) Ltd,Mumbai,Maharashtra,Thomas Scott (India) Ltd,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,3,"OEKO-TEX, GOTS, SA8000",,23,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'GOTS', 'SA8000'] - Score: 25 | Ethical Longevity >= 10 years - 10"
935,TOPMAN INTERNATIONAL LTD,Mumbai,Maharashtra,TOPMAN INTERNATIONAL LTD,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,3,"GOTS, Fair Trade, OEKO-TEX",,14,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'Fair Trade', 'OEKO-TEX'] - Score: 25 | Ethical Longevity >= 10 years - 10"
